user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"adobexd, design system, figma, user research","angular, css, django, flask, html, java, javascript, laravel, node, nosql, php, python, react, sql, vue",Junior Full Stack Engineer,10,4,15,0.0,0
"cloud, html, java, network security, networking, scala, security","network security, networking, scala, security",Network Security Engineer,116,7,4,1.0,1
"git, laravel, php, r, react, sql","agile, quality assurance, testing",Paid Internship - Software Quality Assurance (Tester),130,6,3,0.0,0
"agile, design system","css, html, java, javascript, laravel, php",IT Programmer (Internship),68,2,6,0.0,0
"cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,12,12,1.0,1
"cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing","database, linux, networking, security","Customer Service, Account Officer, Kepala Bagian Kredit, Driver, Audit Intern",174,12,4,0.25,0
"appium, automation, quality assurance, testing","appium, automation, quality assurance, selenium, testing",Jr Quality Assurance (Automation),114,4,5,0.8,1
"css, html, javascript, react, tailwind, vue","jest, quality assurance",SUPERVISOR OPERASIONAL,171,6,2,0.0,0
"api, automation, css, database, git, html, java, javascript, php, python, quality assurance","api, css, database, git, html, java, javascript, php, python, quality assurance",Front End Developer,39,11,10,1.0,1
"api, numpy","powerbi, react native",Pharmacy Activation Data Intern,134,2,2,0.0,0
"docker, linux, powerbi, python, sql, user research","api, css, database, git, html, java, javascript, php, python, quality assurance",Front End Developer,39,6,10,0.1,0
"ansible, aws, cicd, docker, gcp, go, kubernetes, linux, python, security","ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, linux, python, rust, security, terraform",IT Security Engineer,16,10,14,0.7142857142857143,1
"firebase, gcp, laravel, network security, python, ruby on rails","aspnet, database, express, html, java, javascript, sql, testing",Web Developer,65,6,8,0.0,0
"aws, docker, elasticsearch, python","aws, docker, elasticsearch, python, tensorflow",Intern Data Engineer,83,4,5,0.8,1
"automation, css, docker, figma, git, kubernetes, vue","cicd, scala",Machine Learning Engineering Section Head,160,7,2,0.0,0
"network security, nextjs, security, tailwind","adobexd, figma, testing",UI / UX Designer Internship,127,4,3,0.0,0
"css, html, vue","css, html",IT Intern,161,3,2,1.0,1
"css, django, fastapi, flask, html, java, javascript, mongodb, python, scala, sql","database, linux, networking, security",Intern Care Officer (IT Support & Customer Service),178,11,4,0.0,0
"api, database, elasticsearch, kubernetes, linux, node, php, react, security, sql","api, database, javascript, node, php, react, security, sql",Internship - Fullstack Developer,53,10,8,0.875,1
"agile, cloud, flask, html, r, spark","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,6,5,0.0,0
"express, graphql, node","api, css, git, html, java, react, react native, typescript",Frontend Developer,60,3,8,0.0,0
"go, javascript, nextjs, python, react, vue","go, javascript, nextjs, node, python, react, sql, vue",Full Stack Engineer (Golang + React.JS),57,6,8,0.75,1
"design system, figma, user research","design system, figma, user research",UI/UX Designer (Paid Internship),140,3,3,1.0,1
"ansible, aspnet, tailwind, wireshark","api, firebase, flutter, git, react native",Flutter Developer (Intern),89,4,5,0.0,0
"database, linux, security","database, linux, networking, security","Customer Service, Account Officer, Kepala Bagian Kredit, Driver, Audit Intern",174,3,4,0.75,1
"django, git, nextjs, swift","agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing",Back End Engineer,32,4,11,0.09090909090909091,0
"go, javascript, nextjs, node, python, vue","go, javascript, nextjs, node, python, react, sql, vue",Full Stack Engineer (Golang + React.JS),57,6,8,0.75,1
"aspnet, css, html, pandas, powerbi","css, html",IT Intern,161,5,2,1.0,1
"gcp, kubernetes, terraform","api, css, database, git, html, java, javascript, php, python, quality assurance",Front End Developer,39,3,10,0.0,0
"database, linux, networking, security","database, linux, networking, security",IT Intern,172,4,4,1.0,1
"css, django, firebase, flask, html, java, javascript, mongodb, python, scala, security, selenium, typescript","css, django, fastapi, flask, html, java, javascript, mongodb, python, scala, sql",Backend Developer Intern,26,13,11,0.8181818181818182,1
"android, aspnet, figma, redis, swift, vue","network security, networking, scala, security",Network Security Engineer,116,6,4,0.0,0
"azure, database, go, javascript, networking, pandas","java, javascript, php, python, testing",Software Engineer Intern,82,6,5,0.2,0
"docker, linux, redis","css, html, quality assurance, user research",Website Builder & Content Publisher [UI/UX Experience],145,3,4,0.0,0
"angular, css, django, flask, html, java, javascript, laravel, node, nosql, php, python, react, sql, vue","angular, css, django, flask, html, java, javascript, laravel, node, nosql, php, python, react, sql, vue",Junior Full Stack Engineer,10,15,15,1.0,1
"aspnet, cloud, java, kotlin, scala, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,6,4,1.0,1
"aws, azure, bash, gcp, linux, penetration, python, security","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,8,8,0.125,0
"design system, scala, user research","git, javascript, python, sql",Software & PLC Programmer,179,3,4,0.0,0
"python, react native, sql","aws, cicd, css, git, graphql, html, java, javascript, mongodb, nosql",Back-End Intern,31,3,10,0.0,0
"azure, jest, python, spark, sql, tableau","azure, jest, python, spark, sql, tableau",Data Scientist,85,6,6,1.0,1
"elasticsearch, javascript, node","api, css, git, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript",Frontend Developer (Contract),21,3,13,0.07692307692307693,0
"aws, azure, cicd, cloud, docker, gcp, git, go, java, kubernetes, network security, penetration, python, r, react native, security","aws, azure, cicd, cloud, docker, gcp, git, go, java, kubernetes, network security, penetration, python, r, react native, security",Security Engineer,11,16,16,1.0,1
"android, api, fastapi, gcp, postman, tableau","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,6,12,0.0,0
"api, git, go, html, javascript, laravel, node, postman, python, react, ruby on rails, sql, user research","api, git, go, javascript, laravel, node, postman, react, sql",Fullstack Developer (Internship),37,13,9,1.0,1
"adobexd, java, linux, network security, networking, penetration, security","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,7,5,1.0,1
"agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research","agile, automation, flutter, java, javascript, quality assurance, react native, rust, testing, typescript, user research",QA Engineer Intern,27,11,11,1.0,1
"css, html","css, html",Web Designer,169,2,2,1.0,1
"agile, go, linux, quality assurance","agile, quality assurance",QA Engineer (Intern),138,4,2,1.0,1
"api, css, database, git, html, java, javascript, php, python, quality assurance","aspnet, cloud, java, testing",Software Engineer - Intern (Paid Internship),102,10,4,0.25,0
"powerbi, sql","agile, automation, postman, selenium, sql, testing",Quality Assurance Engineer (Entry Level),70,2,6,0.16666666666666666,0
"database, gcp, scala, sql","css, react, tailwind",Frontend Developer - Internship,126,4,3,0.0,0
"ansible, aws, cicd, django, kubernetes, linux, numpy, terraform","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,8,7,0.8571428571428571,1
"aws, azure, cicd, gcp, network security","accessibility, api, automation, css, database, express, git, go, html, java, javascript, mongodb, nextjs, node, nosql, php, python, scala, security, sql, testing",Backend Programmer,3,5,21,0.0,0
"python, react native, sql","laravel, linux, networking, sql",IT Support,132,3,4,0.25,0
"agile, api, aws, azure, cicd, database, docker, gcp, git, html, java, javascript, kubernetes, react native, sql","python, pytorch, tensorflow",Computer Vision Internship,142,15,3,0.0,0
"appium, figma, kubernetes","appium, automation, quality assurance, selenium, testing",Quality Assurance Intern,100,3,5,0.2,0
"design system, node, postman, selenium, spark, typescript","javascript, react, react native",Software Engineer Frontend (Graduate Internship),128,6,3,0.0,0
"bash, cicd, react native, ruby on rails","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,4,10,0.0,0
"design system, scala, user research","git, node, php, react, sql",FULL STACK DEVELOPER,105,3,5,0.0,0
"design system, figma, user research","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,3,8,0.125,0
"database, java, javascript, mongodb, nosql, python, pytorch, sql","database, java, javascript, mongodb, nosql, python, pytorch, sql, tensorflow",Industrial Software Developer & Program Analyst,48,8,9,0.8888888888888888,1
"agile, api, cicd, css, figma, git, html, javascript, jest, linux, redis, ruby on rails, scala, sql, tailwind, terraform, vue","agile, api, cicd, css, git, html, javascript, jest, linux, redis, ruby on rails, sql, tailwind, vue",Fullstack/Frontend Web Developer,19,17,14,1.0,1
"database, linux, networking","database, linux, networking, security",IT support,180,3,4,0.75,1
"database, networking, security","database, linux, networking, security",IT Intern,173,3,4,0.75,1
"agile, android, firebase, flutter, ios, javascript, kotlin, node, postman, python, quality assurance, selenium, sql, swift, vue","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",Quality Assurance (Internship),4,15,21,0.7142857142857143,1
"aspnet, cloud, java, testing","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",Middle AI Engineer,5,4,19,0.0,0
"java, javascript, quality assurance, testing, typescript","docker, kubernetes, numpy, pandas, python",AI Engineer Intern,92,5,5,0.0,0
"networking, security, sql","linux, networking, security, sql","Staff Sistem Administration, IT Security & Networking",129,3,4,0.75,1
"docker, kubernetes, numpy, pandas, python","agile, api, css, design system, figma, git, html, java, javascript, nextjs, react, typescript, vue",Front End Engineer,25,5,13,0.0,0
"api, flask, html, python, testing","css, html, quality assurance, user research",Website Builder & Content Publisher [UI/UX Experience],145,5,4,0.25,0
"adobexd, figma, testing","cloud, linux, penetration",IT Security,150,3,3,0.0,0
"express, linux, network security, networking, penetration, security","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,6,5,1.0,1
"java, sklearn, spark","aspnet, express, php, sql",IT Programmer,118,3,4,0.0,0
"ansible, aws, cicd, kubernetes, terraform","ansible, aws, cicd, docker, kubernetes, linux, terraform",DevOps Intern (Mahasiswa Aktif),73,5,7,0.7142857142857143,1
"ansible, docker, redis, sklearn","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,4,7,0.0,0
"penetration, php, security","penetration, security",Manager Consultant (Cybersecurity),166,3,2,1.0,1
"git, java, scala, testing, user research","git, java, python, scala, testing, user research",Software Engineering Talent Day - Surabaya,95,5,6,0.8333333333333334,1
"agile, laravel, node, nosql, php, sql","agile, laravel, node, nosql, php, sql",IT Backend Developer Staff,78,6,6,1.0,1
"angular, css, html, java, javascript, node, nosql, php, python, react, ruby on rails, sql, user research, vue","aws, azure, bash, gcp, linux, penetration, python, security",Security Engineer,66,14,8,0.125,0
"network security, networking, penetration, security, wireshark","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,5,5,1.0,1
"automation, database, network security, networking, penetration, react native, security, wireshark","network security, networking, penetration, security, wireshark",Cyber Security Palo Alto,111,8,5,1.0,1
